X,Y,FID,Año,IdAccident,Latitud,longitud,ClaseAccid,Fecha,Hora,Región,Comuna,Tipo_Accid,Tipo__CONA,Zona,Ubicación,Causa__CON,Causa_Acci,Calle_Uno,Calle_Dos,Intersecci,Número,Ruta,Ubicaci_1,Calzada,Tipo_Calza,Estado_Cal,Condición,Estado_Atm,Fallecidos,Graves,Menos_Grav,Leves
-8132722.2514762,-4415045.48429223,52,2024,1595373,-36.827182,-73.057487,1,2024/03/04 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,OBISPO HIPOLITO SALAS, ,- OBISPO HIPOLITO SALAS,677, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8125514.87104479,-4402798.37156705,53,2024,1589069,-36.739068,-72.992742,1,2024/02/05 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,PENCO,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,LORD COCHRANE, ,- LORD COCHRANE,300, , ,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0
-8169249.5159902,-4549268.04115374,54,2024,1595374,-37.786208,-73.385617,1,2024/02/22 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CANETE,CHOQUE,CHOQUE,URBANA,TRAMO DE VIA RECTA,ALCOHOL EN CONDUCTOR,CONDUCCION EN ESTADO DE EBRIEDAD,RIO CAYUCUPIL, ,- RIO CAYUCUPIL,56, , ,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,1
-8055839.44515983,-4504181.82054091,55,2024,1589087,-37.46543,-72.366837,1,2024/01/28 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,LOS ANGELES,CHOQUE FRENTE/POSTERIOR,CHOQUE,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,LAS AZALEAS,GALVARINO,GALVARINO - LAS AZALEAS,0, , ,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,1
-8131959.60164478,-4414425.79910509,56,2024,1595380,-36.822726,-73.050636,1,2024/03/04 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,COLISION PERPENDICULAR,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,DESOBEDIENCIA A SENALIZACION,SENALIZACION DESOBEDECER LUZ ROJA DE SEMAFORO,LOS CARRERA,COLO COLO,COLO COLO - LOS CARRERA,0, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,1,1
-8028237.55477866,-4533872.64525942,57,2024,1589105,-37.676829,-72.118885,1,2024/02/01 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,QUILACO,CHOQUE,CHOQUE,RURAL,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CARGA ESCURRE A LA CALZADA,Q-75,A CAMPAMENTO,A CAMPAMENTO - Q-75,0, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8131620.52247582,-4415780.92054356,58,2024,1595385,-36.83247,-73.04759,1,2024/03/08 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,ATROPELLO,ATROPELLO,URBANA,CRUCE SIN SENALIZACION,IMPRUDENCIA DEL CONDUCTOR,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,VICTOR LAMAS,COCHRANE,COCHRANE - VICTOR LAMAS,0, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,1
-8132148.95609862,-4415776.74810678,59,2024,1595397,-36.83244,-73.052337,1,2024/03/04 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,COLISION PERPENDICULAR,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,DESOBEDIENCIA A SENALIZACION,SENALIZACION DESOBEDECER LUZ ROJA DE SEMAFORO,CHACABUCO,ANGOL,ANGOL - CHACABUCO,0, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,2,0,0
-8135894.9682833,-4410864.00434685,60,2024,1595417,-36.797109,-73.085988,1,2024/03/08 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,HUALPEN,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,IMPRUDENCIA DEL PEATON,IMPRUDENCIA DEL PEATON,CRISTOBAL COLON,LOS ESCRITORES,CRISTOBAL COLON - LOS ESCRITORES,0, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,1
-8139605.35823093,-4416298.73265132,61,2024,1595426,-36.836193,-73.119319,1,2024/03/09 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,SAN PEDRO DE LA PAZ,COLISION PERPENDICULAR,COLISION,URBANA,CRUCE CON SENAL CEDA EL PASO,IMPRUDENCIA DEL CONDUCTOR,VIRAJES INDEBIDOS,DIAGONAL BIOBIO,LAS TORCAZAS,DIAGONAL BIOBIO - LAS TORCAZAS,0, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8131317.2881829,-4414991.10741964,62,2024,1595442,-36.826791,-73.044866,1,2024/03/06 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,COLISION PERPENDICULAR,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,DESOBEDIENCIA A SENALIZACION,SENALIZACION DESOBEDECER LUZ ROJA DE SEMAFORO,SAN MARTIN,TUCAPEL,SAN MARTIN - TUCAPEL,0, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,1,1
-8129367.97257962,-4412820.29254922,63,2024,1595453,-36.81118,-73.027355,1,2024/03/06 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,COLISION LATERAL,COLISION,URBANA,ENLACE A DESNIVEL,IMPRUDENCIA DEL CONDUCTOR,ADELANTAMIENTO SIN EL ESPACIO O TIEMPO SUFICIENTE,GENERAL BONILLA,JUAN BOSCO,GENERAL BONILLA - JUAN BOSCO,0, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8136930.23954768,-4410297.94208661,64,2024,1595454,-36.793037,-73.095288,1,2024/03/08 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,HUALPEN,ATROPELLO,ATROPELLO,URBANA,ROTONDA,DESOBEDIENCIA A SENALIZACION,SENALIZACION DESOBEDECER SENAL CEDA EL PASO,LA RECONQUISTA,CORRAL,CORRAL - LA RECONQUISTA,0, , ,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,1
-8132652.34283599,-4414788.76114032,65,2024,1595459,-36.825336,-73.056859,1,2024/03/06 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,COLISION LATERAL,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,IMPRUDENCIA DEL CONDUCTOR,VIRAJES INDEBIDOS,LOS CARRERA,ANGOL,ANGOL - LOS CARRERA,0, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8132507.85013694,-4414714.35986765,66,2024,1595463,-36.824801,-73.055561,1,2024/03/07 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,CHOQUE POSTERIOR,CHOQUE,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,LINCOYAN,LOS CARRERA,LINCOYAN - LOS CARRERA,0, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8131182.59159904,-4414007.2260744,67,2024,1595469,-36.819716,-73.043656,1,2024/03/08 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,COLISION LATERAL,COLISION,URBANA,ROTONDA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,PAICAVI,LOS CARRERA,LOS CARRERA - PAICAVI,0, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8128986.03540671,-4413357.98373485,68,2024,1595479,-36.815047,-73.023924,1,2024/03/09 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,COLLAO, ,- COLLAO,481, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8128986.03540671,-4413357.98373485,69,2024,1595486,-36.815047,-73.023924,1,2024/03/09 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,VELOCIDAD IMPRUDENTE,VELOCIDAD NO RAZONABLE NI PRUDENTE,COLLAO, ,- COLLAO,481, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8144954.48240253,-4436202.91522715,70,2024,1595514,-36.979164,-73.167371,1,2024/03/03 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CORONEL,CHOQUE,CHOQUE,URBANA,OTROS NO CONSIDERADOS,ALCOHOL EN CONDUCTOR,CONDUCCION EN ESTADO DE EBRIEDAD,CERRO SAN FRANCISCO,MANUEL MONTT,CERRO SAN FRANCISCO - MANUEL MONTT,0, , ,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0
-8137419.93398768,-4418027.18084055,71,2024,1595522,-36.848619,-73.099687,1,2024/03/09 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,SAN PEDRO DE LA PAZ,COLISION PERPENDICULAR,COLISION,URBANA,CRUCE CON SENAL PARE,ALCOHOL EN CONDUCTOR,CONDUCCION EN ESTADO DE EBRIEDAD,ANDALUE,APOLONIO BENITEZ,ANDALUE - APOLONIO BENITEZ,0, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8141188.09875103,-4400499.90629424,72,2024,1595541,-36.72252,-73.133537,1,2024/03/04 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,TALCAHUANO,COLISION LATERAL,COLISION,URBANA,CRUCE SIN SENALIZACION,IMPRUDENCIA DEL CONDUCTOR,NO RESPETAR DERECHO PREFERENTE DE PASO A VEHICULO,LOS PEHUENCHES,LOS YAGANES,LOS PEHUENCHES - LOS YAGANES,0, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8137253.28870996,-4403086.20076684,73,2024,1595543,-36.74114,-73.09819,1,2024/03/01 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,TALCAHUANO,COLISION LATERAL,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,DESOBEDIENCIA A SENALIZACION,SENALIZACION DESOBEDECER LUZ ROJA DE SEMAFORO,CRISTOBAL COLON, ,- CRISTOBAL COLON,3199, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8137339.11603737,-4403526.01656904,74,2024,1595546,-36.744306,-73.098961,1,2024/03/01 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,TALCAHUANO,COLISION LATERAL,COLISION,URBANA,CRUCE SIN SENALIZACION,IMPRUDENCIA DEL CONDUCTOR,NO RESPETAR DERECHO PREFERENTE DE PASO A VEHICULO,LAS HORTENSIAS,DESIDERIO GARCIA,DESIDERIO GARCIA - LAS HORTENSIAS,0, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8137654.70679376,-4407744.78022385,75,2024,1595548,-36.774668,-73.101796,1,2024/03/03 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,TALCAHUANO,CHOQUE FRONTAL,CHOQUE,URBANA,TRAMO DE VIA RECTA,FALLAS MECANICAS,FALLAS MECANICAS FRENOS,TARAPACA, ,- TARAPACA,1473, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8138129.03914403,-4402170.36967009,76,2024,1595549,-36.734547,-73.106057,1,2024/03/06 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,TALCAHUANO,COLISION LATERAL,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,DESOBEDIENCIA A SENALIZACION,SENALIZACION DESOBEDECER LUZ ROJA DE SEMAFORO,CRISTOBAL COLON, ,- CRISTOBAL COLON,2194, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,1
-8140278.0619138,-4404556.44573752,77,2024,1595550,-36.751723,-73.125362,1,2024/03/06 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,TALCAHUANO,CHOQUE FRENTE/POSTERIOR,CHOQUE,URBANA,CRUCE CON SENAL CEDA EL PASO,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,GRAN BRETANA, ,- GRAN BRETANA,2910, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8017273.03021348,-4532328.29400613,78,2024,1595573,-37.665848,-72.020389,1,2024/03/09 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,SANTA BARBARA,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SENAL PARE,IMPRUDENCIA DEL CONDUCTOR,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,BAQUEDANO,ESTACION,BAQUEDANO - ESTACION,0, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,1
-8121513.49194823,-4386747.23947084,79,2024,1595579,-36.623432,-72.956797,1,2024/03/08 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,TOME,COLISION POR ALCANCE,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,LATORRE,LOS SUSPIROS,LATORRE - LOS SUSPIROS,0, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8121390.81786937,-4387190.82137896,80,2024,1595595,-36.62663,-72.955695,1,2024/03/10 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,TOME,CHOQUE FRENTE/POSTERIOR,CHOQUE,URBANA,TRAMO DE VIA RECTA,FALLAS MECANICAS,FALLAS MECANICAS FRENOS,LATORRE,ECUADOR,ECUADOR - LATORRE,0, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,1
-8144018.73076292,-4450186.32789835,81,2024,1595614,-37.079446,-73.158965,1,2024/03/06 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,LOTA,CHOQUE LADO/POSTERIOR,CHOQUE,URBANA,TRAMO DE VIA RECTA,ALCOHOL EN CONDUCTOR,CONDUCCION BAJO LA INFLUENCIA DEL ALCOHOL,NORMANBULL, ,- NORMANBULL,202, , ,BIDIRECCIONAL,ASFALTO,REGULAR,SECO,DESPEJADO,0,0,0,0
-8143530.81743478,-4451946.26490528,82,2024,1595617,-37.092058,-73.154582,1,2024/03/07 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,LOTA,VOLCADURA,VOLCADURA,URBANA,TRAMO DE VIA CURVA HORIZONTAL,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,FERNANDO MAIRA, ,- FERNANDO MAIRA,53, , ,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,1
-8137021.96680809,-4408547.12069821,83,2024,1595659,-36.780441,-73.096112,1,2024/03/10 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,HUALPEN,CHOQUE,CHOQUE,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,VELOCIDAD IMPRUDENTE,VELOCIDAD MAYOR QUE MAXIMA PERMITIDA,LAS GOLONDRINAS,SUECIA,LAS GOLONDRINAS - SUECIA,0, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8075747.37761533,-4458139.21239546,84,2024,1595667,-37.136421,-72.545673,1,2024/03/02 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,YUMBEL,COLISION,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,JOSE TOULET, ,- JOSE TOULET,940, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8063766.50609922,-4450670.09998328,85,2024,1595673,-37.082913,-72.438047,1,2024/03/02 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CABRERO,CHOQUE FRENTE/POSTERIOR,CHOQUE,URBANA,CRUCE CON SENAL PARE,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,ARTURO PRAT,JOSE MARIA ECHEVERRIA,ARTURO PRAT - JOSE MARIA ECHEVERRIA,0, , ,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0
-8095669.33632668,-4475849.83354369,86,2024,1595683,-37.263147,-72.724635,1,2024/03/03 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,SAN ROSENDO,CHOQUE FRENTE/LADO,CHOQUE,URBANA,CRUCE CON SENAL CEDA EL PASO,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,VALLEJOS,ESMERALDA,ESMERALDA - VALLEJOS,0, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8143961.51254466,-4440818.59901088,87,2024,1595692,-37.01228,-73.158451,1,2024/03/08 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CORONEL,CHOQUE POSTERIOR,CHOQUE,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,GENERAL CARLOS PRATS,YOBILO,GENERAL CARLOS PRATS - YOBILO,0, , ,UNIDIRECCIONAL,ASFALTO,BUENO,MOJADO,LLOVIZNA,0,0,0,0
-8060084.50262174,-4444165.09790485,88,2024,1595697,-37.036281,-72.404971,1,2024/03/06 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CABRERO,COLISION,COLISION,URBANA,CRUCE CON SENAL PARE,DESOBEDIENCIA A SENALIZACION,SENALIZACION DESOBEDECER SENAL PARE,VIAL,MANUEL PALACIOS,MANUEL PALACIOS - VIAL,0, , ,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,1
-8077479.39757259,-4453227.18975426,89,2024,1595698,-37.101236,-72.561232,1,2024/03/07 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,YUMBEL,CHOQUE FRENTE/POSTERIOR,CHOQUE,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,BERNARDO O'HIGGINS, ,- BERNARDO O'HIGGINS,520, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8077495.65021824,-4453608.23133923,90,2024,1595702,-37.103966,-72.561378,1,2024/03/08 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,YUMBEL,CHOQUE FRONTAL,CHOQUE,URBANA,TRAMO DE VIA CURVA HORIZONTAL,VELOCIDAD IMPRUDENTE,VELOCIDAD NO RAZONABLE NI PRUDENTE,VICENTE REYES, ,- VICENTE REYES,256, , ,UNIDIRECCIONAL,CONCRETO,BUENO,MOJADO,LLOVIZNA,0,0,0,1
-8078337.44820762,-4452130.34120261,91,2024,1595708,-37.093377,-72.56894,1,2024/03/10 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,YUMBEL,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SENAL CEDA EL PASO,IMPRUDENCIA DEL CONDUCTOR,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,EJERCITO,BAQUEDANO,BAQUEDANO - EJERCITO,0, , ,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,1,0
-8198846.47428537,-4524203.15254807,92,2024,1595741,-37.608048,-73.651491,1,2024/03/01 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,LEBU,CHOQUE FRONTAL,CHOQUE,URBANA,TRAMO DE VIA CURVA HORIZONTAL,ALCOHOL EN CONDUCTOR,CONDUCCION EN ESTADO DE EBRIEDAD,CUESTA CAMARON, ,- CUESTA CAMARON,10, , ,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0
-8138943.67517766,-4409681.17421614,93,2024,1595745,-36.7886,-73.113375,1,2024/03/10 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,HUALPEN,CHOQUE FRENTE/POSTERIOR,CHOQUE,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,POLONIA, ,- POLONIA,3324, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8197503.18198997,-4522436.13835993,94,2024,1595774,-37.595472,-73.639424,1,2024/03/07 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,LEBU,COLISION POR ALCANCE,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IGNACIO CARRERA PINTO,FRANZ BENNER,FRANZ BENNER - IGNACIO CARRERA PINTO,0, , ,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,2
-8041434.36909271,-4539648.16218876,95,2024,1595775,-37.717881,-72.237434,1,2024/02/25 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,MULCHEN,COLISION,COLISION,URBANA,CRUCE CON SENAL CEDA EL PASO,DESOBEDIENCIA A SENALIZACION,SENALIZACION DESOBEDECER SENAL CEDA EL PASO,MATTA,ARTURO PRAT,ARTURO PRAT - MATTA,0, , ,UNIDIRECCIONAL,CONCRETO,BUENO,HUMEDO,DESPEJADO,0,0,0,1
-8042193.01142246,-4538994.0845538,96,2024,1595782,-37.713233,-72.244249,1,2024/02/28 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,MULCHEN,CHOQUE,CHOQUE,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,MANUEL MONTT, ,- MANUEL MONTT,238, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8134053.40994711,-4410710.2526326,97,2024,1595802,-36.796003,-73.069445,1,2024/03/10 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,HUALPEN,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR VEHICULO EN RETROCESO,AUTOPISTA CONCEPCION TALCAHUANO, ,- AUTOPISTA CONCEPCION TALCAHUANO,9000, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8052146.08709429,-4506826.15153123,98,2024,1595815,-37.484282,-72.333659,1,2024/02/14 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,LOS ANGELES,COLISION POR ALCANCE,COLISION,URBANA,TRAMO DE VIA RECTA,ALCOHOL EN CONDUCTOR,CONDUCCION EN ESTADO DE EBRIEDAD,FRANCISCO ENCINA,LOS OMAGUACAS,FRANCISCO ENCINA - LOS OMAGUACAS,0, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8054522.64690324,-4506376.96659413,99,2024,1595822,-37.48108,-72.355008,1,2024/02/15 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,LOS ANGELES,COLISION,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,VICUNA MACKENNA,MANUEL RODRIGUEZ,MANUEL RODRIGUEZ - VICUNA MACKENNA,0, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8042849.01718171,-4540099.76426119,100,2024,1595832,-37.72109,-72.250142,1,2024/03/01 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,MULCHEN,COLISION,COLISION,URBANA,CRUCE CON SENAL CEDA EL PASO,DESOBEDIENCIA A SENALIZACION,SENALIZACION DESOBEDECER SENAL CEDA EL PASO,UNZUETA,MATTA,MATTA - UNZUETA,0, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,1
-8137352.14041779,-4410001.71668388,101,2024,1595842,-36.790906,-73.099078,1,2024/03/11 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,HUALPEN,OTRO TIPO,OTRO TIPO,URBANA,CRUCE SIN SENALIZACION,IMPRUDENCIA DEL PASAJERO,IMPRUDENCIA DEL PASAJERO,ATENAS,NAPOLES,ATENAS - NAPOLES,0, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,1
-8042204.36601052,-4539759.19622282,102,2024,1595869,-37.71867,-72.244351,1,2024/03/01 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,MULCHEN,COLISION,COLISION,URBANA,CRUCE CON SENAL CEDA EL PASO,DESOBEDIENCIA A SENALIZACION,SENALIZACION DESOBEDECER SENAL CEDA EL PASO,GANA,VILLALON,GANA - VILLALON,0, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8131264.30010528,-4414065.49156644,103,2024,1595980,-36.820135,-73.04439,1,2024/02/01 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,COLISION LATERAL,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,DESOBEDIENCIA A SENALIZACION,SENALIZACION DESOBEDECER LUZ ROJA DE SEMAFORO,CAMILO HENRIQUEZ,ALONSO DE RIBERA,ALONSO DE RIBERA - CAMILO HENRIQUEZ,0, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
