X,Y,FID,Año,IdAccident,Latitud,longitud,ClaseAccid,Fecha,Hora,Región,Comuna,Tipo_Accid,Tipo__CONA,Zona,Ubicación,Causa__CON,Causa_Acci,Calle_Uno,Calle_Dos,Intersecci,Número,Ruta,Ubicaci_1,Calzada,Tipo_Calza,Estado_Cal,Condición,Estado_Atm,Fallecidos,Graves,Menos_Grav,Leves
-8144162.66686452,-4439626.99256294,1988,2024,1588553,-37.003732,-73.160258,1,2024/01/11 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CORONEL,COLISION,COLISION,URBANA,ACERA O BERMA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,MANUEL MONTT, ,- MANUEL MONTT,1425, , ,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,1
-8041878.75649995,-4540243.31280046,1989,2024,1588562,-37.72211,-72.241426,1,2024/02/02 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,MULCHEN,CHOQUE,CHOQUE,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,VILLAGRAN, ,- VILLAGRAN,730, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8133177.32555457,-4416471.75955891,1990,2024,1588567,-36.837437,-73.061575,1,2024/02/01 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,CHOQUE,CHOQUE,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,COSTANERA,ESMERALDA,COSTANERA - ESMERALDA,0, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8053482.47758126,-4505265.73042413,1991,2024,1588572,-37.473158,-72.345664,1,2024/01/23 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,LOS ANGELES,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,RICARDO VICUNA, ,- RICARDO VICUNA,147, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,2
-8051337.23967418,-4503104.47353883,1992,2024,1588584,-37.457748,-72.326393,1,2024/01/23 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,LOS ANGELES,CHOQUE LADO/LADO,CHOQUE,URBANA,OTROS NO CONSIDERADOS,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,LAS INDUSTRIAS, ,- LAS INDUSTRIAS,506, , ,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0
-8056466.95312943,-4503529.11623618,1993,2024,1588592,-37.460776,-72.372474,1,2024/01/24 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,LOS ANGELES,COLISION FRONTAL,COLISION,URBANA,CRUCE CON SENAL PARE,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,LAS TRANCAS,PADRE HURTADO,LAS TRANCAS - PADRE HURTADO,0, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,1
-8132228.21557606,-4414930.61173704,1994,2024,1588606,-36.826356,-73.053049,1,2024/02/03 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,COLISION,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION CAMBIAR SORPRESIVAMENTE PISTA CIRCULACION,FREIRE,RENGO,FREIRE - RENGO,0, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8164409.90112796,-4506212.41990275,1995,2024,1588607,-37.479907,-73.342142,1,2024/02/01 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CURANILAHUE,COLISION LATERAL,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,SARGENTO ALDEA,IGNACIO SERRANO,IGNACIO SERRANO - SARGENTO ALDEA,0, , ,BIDIRECCIONAL,MIXTO,REGULAR,SECO,DESPEJADO,0,0,0,0
-8054062.56344779,-4504922.78874262,1996,2024,1588608,-37.470713,-72.350875,1,2024/01/24 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,LOS ANGELES,COLISION POR ALCANCE,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,COLON, ,- COLON,259, , ,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0
-8125804.30172085,-4414366.28007542,1997,2024,1588609,-36.822298,-72.995342,1,2024/02/03 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,CHOQUE,CHOQUE,URBANA,OTROS NO CONSIDERADOS,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,21 DE MAYO, ,- 21 DE MAYO,2750, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8131181.47840413,-4414205.38567309,1998,2024,1588623,-36.821141,-73.043646,1,2024/02/03 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,COLISION FRONTAL,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,PAICAVI,MAIPU,MAIPU - PAICAVI,0, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,2
-8166885.86924219,-4504703.00338754,1999,2024,1588644,-37.469146,-73.364384,1,2024/02/04 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CURANILAHUE,COLISION FRONTAL,COLISION,URBANA,CRUCE CON SENAL PARE,DESOBEDIENCIA A SENALIZACION,SENALIZACION DESOBEDECER SENAL PARE,EDUARDO FREI,LOS AROMOS,EDUARDO FREI - LOS AROMOS,0, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8131742.08335977,-4414497.55613485,2000,2024,1588654,-36.823242,-73.048682,1,2024/02/03 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,MAIPU,CASTELLON,CASTELLON - MAIPU,0, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,1,0
-8054588.77068077,-4505139.35265462,2001,2024,1630223,-37.472257,-72.355602,1,2024/08/12 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,LOS ANGELES,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,RICARDO VICUNA,ERCILLA,ERCILLA - RICARDO VICUNA,0, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8054268.50450575,-4505239.22042168,2002,2024,1630231,-37.472969,-72.352725,1,2024/08/12 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,LOS ANGELES,COLISION POR ALCANCE,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,RICARDO VICUNA,VALDIVIA,RICARDO VICUNA - VALDIVIA,0, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8087717.67377983,-4510414.28999277,2003,2024,1630238,-37.509855,-72.653204,1,2024/08/11 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,NACIMIENTO,VOLCADURA,VOLCADURA,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,ESTACION,BALMACEDA,BALMACEDA - ESTACION,0, , ,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,1
-8053347.00176097,-4504107.06742919,2004,2024,1630249,-37.464897,-72.344447,1,2024/08/13 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,LOS ANGELES,CAIDA,CAIDA,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,VILLAGRAN,COSTANERA QUILQUE,COSTANERA QUILQUE - VILLAGRAN,0, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,1
-8090920.11289097,-4508149.68966201,2005,2024,1630251,-37.493716,-72.681972,1,2024/08/11 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,NACIMIENTO,CHOQUE,CHOQUE,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,VILLA ALEGRE, ,- VILLA ALEGRE,11, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8052825.4699466,-4504023.47921493,2006,2024,1630253,-37.464301,-72.339762,1,2024/08/13 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,LOS ANGELES,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SENAL PARE,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,COMANDANTE LUIS SOTO,GUILLERMO MARCONI,COMANDANTE LUIS SOTO - GUILLERMO MARCONI,0, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8056376.6730224,-4503365.73614871,2007,2024,1630255,-37.459611,-72.371663,1,2024/08/13 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,LOS ANGELES,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,MENDOZA,OROMPELLO,MENDOZA - OROMPELLO,0, , ,UNIDIRECCIONAL,ASFALTO,REGULAR,SECO,DESPEJADO,0,0,0,1
-8091535.37571658,-4509678.40607105,2008,2024,1630274,-37.504611,-72.687499,1,2024/08/12 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,NACIMIENTO,COLISION,COLISION,URBANA,CRUCE CON SENAL CEDA EL PASO,DESOBEDIENCIA A SENALIZACION,SENALIZACION DESOBEDECER SENAL CEDA EL PASO,CLAUDIO GAJARDO,SANTIAGO ROMERO,CLAUDIO GAJARDO - SANTIAGO ROMERO,0, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8134294.41664468,-4410179.64554807,2009,2024,1630308,-36.792186,-73.07161,1,2024/08/12 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,HUALPEN,COLISION,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION CAMBIAR SORPRESIVAMENTE PISTA CIRCULACION,AUTOPISTA CONCEPCION TALCAHUANO, ,- AUTOPISTA CONCEPCION TALCAHUANO,6150, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8138561.62668526,-4408103.62311035,2010,2024,1630314,-36.77725,-73.109943,1,2024/08/12 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,HUALPEN,COLISION,COLISION,URBANA,CRUCE CON SENAL PARE,DROGAS Y/O FATIGA EN CONDUCTOR,"CONDICIONES FISICAS DEFICIENTES (CANSANCIO, SUENO)",LAS GOLONDRINAS,SUIZA,LAS GOLONDRINAS - SUIZA,0, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8139085.16225046,-4407329.94400236,2011,2024,1630323,-36.771683,-73.114646,1,2024/08/12 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,HUALPEN,COLISION,COLISION,URBANA,ROTONDA,DROGAS Y/O FATIGA EN CONDUCTOR,"CONDICIONES FISICAS DEFICIENTES (CANSANCIO, SUENO)",GRAN BRETANA,COSTANERA,COSTANERA - GRAN BRETANA,0, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8139160.19158725,-4399168.25090733,2012,2024,1609754,-36.712931,-73.11532,1,2024/05/03 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,TALCAHUANO,CHOQUE FRENTE/LADO,CHOQUE,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,VALDIVIA, ,- VALDIVIA,173, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,1
-8042192.67746399,-4540163.23498919,2013,2024,1630329,-37.721541,-72.244246,1,2024/07/19 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,MULCHEN,COLISION,COLISION,URBANA,CRUCE CON SENAL CEDA EL PASO,DESOBEDIENCIA A SENALIZACION,SENALIZACION DESOBEDECER SENAL CEDA EL PASO,VILLAGRAN,SOTOMAYOR,SOTOMAYOR - VILLAGRAN,0, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,NUBLADO,0,0,0,0
-8138582.44343003,-4409419.85445115,2014,2024,1630333,-36.78672,-73.11013,1,2024/08/13 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,HUALPEN,COLISION,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,DROGAS Y/O FATIGA EN CONDUCTOR,"CONDICIONES FISICAS DEFICIENTES (CANSANCIO, SUENO)",GRECIA,GRAN BRETANA,GRAN BRETANA - GRECIA,0, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,2
-8041289.54243519,-4541415.41836804,2015,2024,1630367,-37.730438,-72.236133,1,2024/07/22 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,MULCHEN,CHOQUE,CHOQUE,URBANA,CRUCE SIN SENALIZACION,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,LOS RAULIES,LAS ARAUCARIAS,LAS ARAUCARIAS - LOS RAULIES,0, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,NUBLADO,0,0,0,0
-8171640.76997193,-4523855.09344825,2016,2024,1630448,-37.605571,-73.407098,1,2024/08/05 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,LOS ALAMOS,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL PEATON,PEATON CRUZA CALZADA FUERA PASO PEATONES,DIEGO PORTALES,ARTURO PRAT,ARTURO PRAT - DIEGO PORTALES,0, , ,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,HUMEDO,NUBLADO,0,1,0,0
-8199206.4815186,-4524626.54405877,2017,2024,1630456,-37.611061,-73.654725,1,2024/08/07 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,LEBU,CHOQUE FRENTE/POSTERIOR,CHOQUE,URBANA,OTROS NO CONSIDERADOS,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,ANDRES BELLO, ,- ANDRES BELLO,140, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8198846.47428537,-4524203.15254807,2018,2024,1630459,-37.608048,-73.651491,1,2024/08/09 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,LEBU,COLISION LATERAL,COLISION,URBANA,CRUCE CON SENAL PARE,DESOBEDIENCIA A SENALIZACION,SENALIZACION DESOBEDECER SENAL PARE,ARTURO PRAT,JOSE JOAQUIN PEREZ,ARTURO PRAT - JOSE JOAQUIN PEREZ,0, , ,BIDIRECCIONAL,ASFALTO,BUENO,HUMEDO,NUBLADO,0,0,2,0
-8197700.32880816,-4520878.30560266,2019,2024,1630463,-37.584383,-73.641195,1,2024/08/09 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,LEBU,COLISION FRONTAL,COLISION,URBANA,OTROS NO CONSIDERADOS,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,CAMINO MILLANECO, ,- CAMINO MILLANECO,450, , ,BIDIRECCIONAL,ASFALTO,BUENO,HUMEDO,LLOVIZNA,0,0,0,0
-8138436.94885557,-4409543.98054006,2020,2024,1630465,-36.787613,-73.108823,1,2024/08/14 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,HUALPEN,COLISION,COLISION,URBANA,CRUCE SIN SENALIZACION,IMPRUDENCIA DEL CONDUCTOR,NO RESPETAR DERECHO PREFERENTE DE PASO A VEHICULO,EDIMBURGO,BRISTOL,BRISTOL - EDIMBURGO,0, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8139396.30022722,-4407838.867604,2021,2024,1630470,-36.775345,-73.117441,1,2024/08/15 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,HUALPEN,CHOQUE FRENTE/POSTERIOR,CHOQUE,URBANA,TRAMO DE VIA RECTA,VELOCIDAD IMPRUDENTE,VELOCIDAD MAYOR QUE MAXIMA PERMITIDA,CAMINO A LENGA, ,- CAMINO A LENGA,2950, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8164668.94158304,-4505510.07444965,2022,2024,1630481,-37.4749,-73.344469,1,2024/08/14 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CURANILAHUE,CHOQUE FRENTE/LADO,CHOQUE,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,ERNESTO RIQUELME, ,- ERNESTO RIQUELME,841, , ,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0
-8131398.21745271,-4410548.16236123,2023,2024,1630509,-36.794837,-73.045593,1,2024/08/10 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,ATROPELLO,ATROPELLO,URBANA,CRUCE SIN SENALIZACION,IMPRUDENCIA DEL PEATON,PEATON CRUZA CALZADA FORMA SORPRESIVA O DESCUIDADA,ABDON CIFUENTES,TORIBIO MEDINA,ABDON CIFUENTES - TORIBIO MEDINA,0, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,NUBLADO,0,0,0,1
-8041434.36909271,-4539648.16218876,2024,2024,1630522,-37.717881,-72.237434,1,2024/08/10 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,MULCHEN,CHOQUE,CHOQUE,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,BERNARDO O'HIGGINS, ,- BERNARDO O'HIGGINS,167, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8142839.18943848,-4451746.4222417,2025,2024,1630541,-37.090626,-73.148369,1,2024/08/09 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,LOTA,COLISION PERPENDICULAR,COLISION,URBANA,TRAMO DE VIA CURVA HORIZONTAL,VELOCIDAD IMPRUDENTE,"VELOCIDAD NO REDUCIR CRUCE DE CALLES, CUMBRE, CURVA, ETC.",FERNANDO MAIRA,21 DE MAYO,21 DE MAYO - FERNANDO MAIRA,0, , ,BIDIRECCIONAL,CONCRETO,REGULAR,HUMEDO,NUBLADO,0,0,0,3
-8143421.16773634,-4449905.17257432,2026,2024,1630544,-37.077431,-73.153597,1,2024/08/13 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,LOTA,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,VISTA HERMOSA,LOS NARANJOS,LOS NARANJOS - VISTA HERMOSA,0, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,1
-8089546.76433305,-4509287.0502663,2027,2024,1630571,-37.501822,-72.669635,1,2024/08/12 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,NACIMIENTO,CHOQUE,CHOQUE,URBANA,TRAMO DE VIA RECTA,ALCOHOL EN CONDUCTOR,CONDUCCION EN ESTADO DE EBRIEDAD,SAN MARTIN, ,- SAN MARTIN,336, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,NUBLADO,0,0,0,0
-8126989.9656173,-4414891.39403,2028,2024,1630580,-36.826074,-73.005993,1,2024/08/10 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,CHOQUE POSTERIOR,CHOQUE,URBANA,PASO PARA PEATONES,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,CAMINO NONGUEN, ,- CAMINO NONGUEN,547, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8133816.07679274,-4414758.72243304,2029,2024,1630583,-36.82512,-73.067313,1,2024/08/12 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,COLISION,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,LASTARRIA, ,- LASTARRIA,1165, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8134868.15730023,-4411930.17925183,2030,2024,1630610,-36.804778,-73.076764,1,2024/07/31 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,HUALPEN,COLISION,COLISION,URBANA,ENLACE A NIVEL,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR VEHICULO EN RETROCESO,PRESIDENTE JORGE ALESSANDRI RODRIGUEZ,ARTEAGA ALEMPARTE,ARTEAGA ALEMPARTE - PRESIDENTE JORGE ALESSANDRI RODRIGUEZ,0, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,MOJADO,LLUVIA,0,0,0,0
-8132846.48402793,-4415479.25758114,2031,2024,1630632,-36.830301,-73.058603,1,2024/08/12 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,CHOQUE POSTERIOR,CHOQUE,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,ARTURO PRAT,BARROS ARANA,ARTURO PRAT - BARROS ARANA,0, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8129095.68510514,-4412993.40195237,2032,2024,1630642,-36.812425,-73.024909,1,2024/08/11 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,COLISION LATERAL,COLISION,URBANA,ROTONDA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,JOSE MIGUEL GARCIA,GENERAL BONILLA,GENERAL BONILLA - JOSE MIGUEL GARCIA,0, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8133750.50961266,-4412852.96760255,2033,2024,1630652,-36.811415,-73.066724,1,2024/07/12 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,COLISION LATERAL,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,CAMINO LOS CARROS,LAGUNA REDONDA,CAMINO LOS CARROS - LAGUNA REDONDA,0, , ,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8132027.17257569,-4414288.9614592,2034,2024,1630657,-36.821742,-73.051243,1,2024/07/15 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,COLISION LATERAL,COLISION,URBANA,CRUCE CON SENAL CEDA EL PASO,DESOBEDIENCIA A SENALIZACION,SENALIZACION DESOBEDECER SENAL CEDA EL PASO,LAS HERAS,COLO COLO,COLO COLO - LAS HERAS,0, , ,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8133565.051341,-4415724.17554344,2035,2024,1630658,-36.832062,-73.065058,1,2024/08/11 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,COLISION,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,IMPRUDENCIA DEL CONDUCTOR,VIRAJES INDEBIDOS,COSTANERA,CENTRAL NORTE,CENTRAL NORTE - COSTANERA,0, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,1
-8132071.92301099,-4412481.59024519,2036,2024,1630664,-36.808744,-73.051645,1,2024/07/15 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,CONCEPCION,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,PAICAVI,JUAN DE DIOS RIVERA,JUAN DE DIOS RIVERA - PAICAVI,0, , ,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0
-8125491.93922969,-4403063.00188998,2037,2024,1630684,-36.740973,-72.992536,1,2024/08/05 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,PENCO,CHOQUE POSTERIOR/FRENTE,CHOQUE,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,RAFAEL SOTOMAYOR, ,- RAFAEL SOTOMAYOR,135, , ,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0
-8125505.29756858,-4402460.54334443,2038,2024,1630692,-36.736636,-72.992656,1,2024/08/11 00:00:00+00,1899/12/30 00:00:00+00,REGION BIO BIO,PENCO,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,FREIRE, ,- FREIRE,700, , ,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,1
