X,Y,FID,Idaccident,Latitude,Longitude,Fecha,Hora,Cód_Regi,Región,Comuna,Tipo_Accid,Tipo__CONA,Zona,Ubicación,Causa,Causa__CON,Calle_Uno,Calle_Dos,Intersecci,Número,Calzada,Tipo_Calza,Estado_Cal,Condición,Estado_Atm,Fallecidos,Lesionados,Graves,Menos_Grav,Leves
-8052859.3110718,-4502606.08723311,5561,1570133,-37.454194,-72.340066,2023/11/01 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,LOS ANGELES,CHOQUE FRENTE/LADO,CHOQUE,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,PASAJE CUATRO, ,- PASAJE CUATRO,4,BIDIRECCIONAL,ASFALTO,BUENO,SECO,NUBLADO,0,0,0,0,0
-8133066.22870275,-4414496.99987694,5562,1570494,-36.823238,-73.060577,2023/11/01 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,CHOQUE FRONTAL,CHOQUE,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,BULNES, ,- BULNES,160,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8129341.03326285,-4425488.07534286,5563,1563833,-36.902233,-73.027113,2023/10/08 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CHIGUAYANTE,COLISION,COLISION,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,JORGE ALESSANDRI,ENLACE COLON,ENLACE COLON - JORGE ALESSANDRI,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8135987.14082168,-4409876.75123529,5564,1563785,-36.790007,-73.086816,2023/10/08 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,HUALPEN,COLISION,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,CONDUCCION EN ESTADO DE EBRIEDAD,ALCOHOL EN CONDUCTOR,CRISTOBAL COLON,CURANILAHUE,CRISTOBAL COLON - CURANILAHUE,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8119242.68565554,-4376385.4463166,5565,1563998,-36.548691,-72.936398,2023/10/09 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,TOME,COLISION POR ALCANCE,COLISION,URBANA,TRAMO DE VIA RECTA,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,IMPRUDENCIA DEL CONDUCTOR,ISMAEL VALDES,DANIEL VERA,DANIEL VERA - ISMAEL VALDES,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8054801.72486666,-4505122.38083934,5566,1567011,-37.472136,-72.357515,2023/10/09 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,LOS ANGELES,COLISION LATERAL,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,RICARDO VICUÑA,ARTURO PRAT,ARTURO PRAT - RICARDO VICUÑA,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,2,0,0,2
-8133686.83486393,-4421318.49111408,5567,1567044,-36.872275,-73.066152,2023/10/09 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,SAN PEDRO DE LA PAZ,COLISION,COLISION,URBANA,TRAMO DE VIA RECTA,CONDUCCION EN ESTADO DE EBRIEDAD,ALCOHOL EN CONDUCTOR,ERNESTO PINTO LAGARRIGUE,LOS LIRIOS,ERNESTO PINTO LAGARRIGUE - LOS LIRIOS,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-8045607.51416357,-4522454.82420881,5568,1566891,-37.595605,-72.274922,2023/10/09 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,LOS ANGELES,VOLCADURA,VOLCADURA,URBANA,CRUCE SIN SEÑALIZACION,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,BIO BIO,LAUTARO,BIO BIO - LAUTARO,0,BIDIRECCIONAL,CONCRETO,REGULAR,SECO,DESPEJADO,0,0,0,0,0
-8162594.39155262,-4473412.83425144,5569,1566735,-37.245722,-73.325833,2023/10/09 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,ARAUCO,CAIDA,CAIDA,URBANA,TRAMO DE VIA RECTA,PASAJERO VIAJA EN PISADERA DE VEHICULO,IMPRUDENCIA DEL PASAJERO,GUACOLDA,COCHRANE,COCHRANE - GUACOLDA,0,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-8132507.85013694,-4414714.35986765,5570,1564280,-36.824801,-73.055561,2023/10/09 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,COLISION PERPENDICULAR,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,SEÑALIZACION DESOBEDECER LUZ ROJA DE SEMAFORO,DESOBEDIENCIA A SEÑALIZACION,LINCOYAN,LOS CARRERA,LINCOYAN - LOS CARRERA,0,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-8162594.39155262,-4473412.83425144,5571,1565477,-37.245722,-73.325833,2023/10/09 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,ARAUCO,OTRO TIPO,OTRO TIPO,URBANA,TRAMO DE VIA RECTA,"VELOCIDAD NO REDUCIR CRUCE DE CALLES, CUMBRE, CURVA, ETC.",VELOCIDAD IMPRUDENTE,COCHRANE,GUACOLDA,COCHRANE - GUACOLDA,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,NUBLADO,0,1,1,0,0
-8137848.06874927,-4402832.68284464,5572,1571118,-36.739315,-73.103533,2023/11/01 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,TALCAHUANO,CHOQUE FRONTAL,CHOQUE,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,CARLOS DITTBORN, ,- CARLOS DITTBORN,701,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8164812.20976769,-4507020.16834254,5573,1569337,-37.485665,-73.345756,2023/11/01 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CURANILAHUE,CHOQUE FRONTAL,CHOQUE,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,INES DE SUAREZ, ,- INES DE SUAREZ,26,BIDIRECCIONAL,CONCRETO,BUENO,HUMEDO,NUBLADO,0,0,0,0,0
-8138884.78716703,-4401888.81568693,5574,1571120,-36.73252,-73.112846,2023/11/01 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,TALCAHUANO,CHOQUE FRONTAL,CHOQUE,URBANA,TRAMO DE VIA RECTA,CONDUCCION EN ESTADO DE EBRIEDAD,ALCOHOL EN CONDUCTOR,SIMPSON, ,- SIMPSON,2,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8053511.86592683,-4507362.33689463,5575,1570109,-37.488104,-72.345928,2023/11/01 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,LOS ANGELES,CHOQUE FRENTE/POSTERIOR,CHOQUE,URBANA,CRUCE CON SEÑAL PARE,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,RIO HUAQUI,RIO CHOLGUAHUE,RIO CHOLGUAHUE - RIO HUAQUI,0,BIDIRECCIONAL,CONCRETO,BUENO,HUMEDO,DESPEJADO,0,0,0,0,0
-8087851.0345298,-4414724.9289887,5576,1570099,-36.824877,-72.654402,2023/11/01 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,FLORIDA,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,IGNACIO SERRANO, ,- IGNACIO SERRANO,180,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8128986.1467262,-4428060.39952663,5577,1575250,-36.920709,-73.023925,2023/11/01 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CHIGUAYANTE,COLISION PERPENDICULAR,COLISION,URBANA,CRUCE CON SEÑAL PARE,SEÑALIZACION DESOBEDECER SEÑAL PARE,DESOBEDIENCIA A SEÑALIZACION,SAN MARTIN,COCHRANE,COCHRANE - SAN MARTIN,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-8138638.10317543,-4409180.22430208,5578,1569036,-36.784996,-73.11063,2023/11/01 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,HUALPEN,VOLCADURA,VOLCADURA,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,SEÑALIZACION DESOBEDECER LUZ ROJA DE SEMAFORO,DESOBEDIENCIA A SEÑALIZACION,FINLANDIA,GRAN BRETAÑA,FINLANDIA - GRAN BRETAÑA,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8137437.63378672,-4417400.22772963,5579,1570861,-36.844112,-73.099846,2023/11/01 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,SAN PEDRO DE LA PAZ,COLISION LATERAL,COLISION,URBANA,CRUCE SIN SEÑALIZACION,NO RESPETAR DERECHO PREFERENTE DE PASO A VEHICULO,IMPRUDENCIA DEL CONDUCTOR,LOS AROMOS, ,- LOS AROMOS,1473,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8132395.97404869,-4411837.16795835,5580,1570121,-36.804109,-73.054556,2023/11/01 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,COLISION,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,PAICAVI,EL CARMEN,EL CARMEN - PAICAVI,0,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-8138562.73988017,-4409413.73853343,5581,1569001,-36.786676,-73.109953,2023/11/01 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,HUALPEN,VOLCADURA,VOLCADURA,URBANA,TRAMO DE VIA RECTA,VELOCIDAD MAYOR QUE MAXIMA PERMITIDA,VELOCIDAD IMPRUDENTE,LAS GOLONDRINAS,CRISTOBAL COLON,CRISTOBAL COLON - LAS GOLONDRINAS,0,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-8052837.04717364,-4506767.93315969,5582,1570235,-37.483867,-72.339866,2023/11/01 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,LOS ANGELES,COLISION PERPENDICULAR,COLISION,URBANA,CRUCE CON SEÑAL PARE,SEÑALIZACION DESOBEDECER SEÑAL PARE,DESOBEDIENCIA A SEÑALIZACION,SALVADOR REYES,HERNAN DIAZ,HERNAN DIAZ - SALVADOR REYES,0,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,NUBLADO,0,0,0,0,0
-8054327.61515537,-4504675.23249631,5583,1570124,-37.468948,-72.353256,2023/11/01 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,LOS ANGELES,CHOQUE FRENTE/LADO,CHOQUE,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,COLO COLO, ,- COLO COLO,565,UNIDIRECCIONAL,CONCRETO,BUENO,MOJADO,DESPEJADO,0,0,0,0,0
-8121491.45068905,-4385935.85677089,5584,1570435,-36.617582,-72.956599,2023/11/02 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,TOME,COLISION LATERAL,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,ADELANTAMIENTO SIN EL ESPACIO O TIEMPO SUFICIENTE,IMPRUDENCIA DEL CONDUCTOR,LATORRE,LOS TEXTILES,LATORRE - LOS TEXTILES,0,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8130139.97324827,-4413471.72690767,5585,1570103,-36.815865,-73.03429,2023/11/02 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,COLISION,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,FRESIA,LOS CARRERA,FRESIA - LOS CARRERA,0,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8041675.37579027,-4538865.4691235,5586,1569173,-37.712319,-72.239599,2023/11/02 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,MULCHEN,CHOQUE,CHOQUE,URBANA,CRUCE SIN SEÑALIZACION,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,ARRIAGADA,BALMACEDA,ARRIAGADA - BALMACEDA,0,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8051336.01515979,-4505198.82435638,5587,1570288,-37.472681,-72.326382,2023/11/02 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,LOS ANGELES,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,LAS INDUSTRIAS,GABRIELA MISTRAL,GABRIELA MISTRAL - LAS INDUSTRIAS,0,BIDIRECCIONAL,ASFALTO,BUENO,HUMEDO,DESPEJADO,0,0,0,0,0
-8051336.01515979,-4505198.82435638,5588,1570257,-37.472681,-72.326382,2023/11/02 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,LOS ANGELES,CHOQUE LADO/LADO,CHOQUE,URBANA,TRAMO DE VIA RECTA,ADELANTAMIENTO SIN EL ESPACIO O TIEMPO SUFICIENTE,IMPRUDENCIA DEL CONDUCTOR,LAS INDUSTRIAS,GABRIELA MISTRAL,GABRIELA MISTRAL - LAS INDUSTRIAS,0,UNIDIRECCIONAL,ASFALTO,REGULAR,HUMEDO,NEBLINA,0,0,0,0,0
-8053915.84435892,-4505020.55052464,5589,1570261,-37.47141,-72.349557,2023/11/02 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,LOS ANGELES,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,ALMAGRO,CAUPOLICAN,ALMAGRO - CAUPOLICAN,0,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-8161579.26911607,-4473553.51454775,5590,1570959,-37.246728,-73.316714,2023/11/02 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,ARAUCO,CHOQUE,CHOQUE,URBANA,TRAMO DE VIA CURVA HORIZONTAL,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,MANUEL LUENGO, ,- MANUEL LUENGO,359,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-8143913.42252463,-4441138.13068426,5591,1572792,-37.014572,-73.158019,2023/11/02 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CORONEL,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,CARLOS PRATS, ,- CARLOS PRATS,901,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8130384.20821107,-4412906.91642074,5592,1570078,-36.811803,-73.036484,2023/11/02 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,COLISION,COLISION,URBANA,CRUCE CON SEÑAL PARE,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,CARDENIO AVELLO,CAMILO HENRIQUEZ,CAMILO HENRIQUEZ - CARDENIO AVELLO,0,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-8138073.15675965,-4410221.62607289,5593,1569519,-36.792488,-73.105555,2023/11/02 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,HUALPEN,COLISION,COLISION,URBANA,CRUCE SIN SEÑALIZACION,NO RESPETAR DERECHO PREFERENTE DE PASO A VEHICULO,IMPRUDENCIA DEL CONDUCTOR,BREMEN,VALENCIA,BREMEN - VALENCIA,0,BIDIRECCIONAL,CONCRETO,BUENO,HUMEDO,DESPEJADO,0,0,0,0,0
-8132890.45522679,-4409863.96286274,5594,1570084,-36.789915,-73.058998,2023/11/02 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,COLISION,COLISION,URBANA,TRAMO DE VIA RECTA,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,IMPRUDENCIA DEL CONDUCTOR,RAMON CARRASCO, ,- RAMON CARRASCO,256,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8147066.43578186,-4439842.0796045,5595,1572787,-37.005275,-73.186343,2023/11/02 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CORONEL,CHOQUE,CHOQUE,URBANA,TRAMO DE VIA RECTA,"CONDICIONES FISICAS DEFICIENTES (CANSANCIO, SUEÑO)",DROGAS Y/O FATIGA EN CONDUCTOR,COSTANERA, ,- COSTANERA,42,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-8133353.32166951,-4416119.03244339,5596,1569526,-36.834901,-73.063156,2023/11/02 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,CHOQUE,CHOQUE,URBANA,PUENTE,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,IMPRUDENCIA DEL CONDUCTOR,PUENTE CHACABUCO,COSTANERA,COSTANERA - PUENTE CHACABUCO,0,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,2,1,0,1
-8136050.9268899,-4405712.44546407,5597,1572031,-36.760043,-73.087389,2023/11/02 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,TALCAHUANO,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,PEATON CRUZA CALZADA FORMA SORPRESIVA O DESCUIDADA,IMPRUDENCIA DEL PEATON,MONSEÑOR ALARCON, ,- MONSEÑOR ALARCON,112,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-8130375.4139713,-4416100.95132119,5598,1569516,-36.834771,-73.036405,2023/11/02 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,COLISION POR ALCANCE,COLISION,URBANA,TRAMO DE VIA RECTA,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,IMPRUDENCIA DEL CONDUCTOR,LOS PINOS, ,- LOS PINOS,476,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8054981.17188581,-4505184.37719026,5599,1570271,-37.472578,-72.359127,2023/11/02 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,LOS ANGELES,COLISION FRONTAL,COLISION,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,RICARDO VICUÑA,JOSE MIGUEL INFANTE,JOSE MIGUEL INFANTE - RICARDO VICUÑA,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,1,0
-8137080.18690178,-4409408.17861128,5600,1569080,-36.786636,-73.096635,2023/11/02 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,HUALPEN,CHOQUE,CHOQUE,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,IMPRUDENCIA DEL CONDUCTOR,GRECIA,SUECIA,GRECIA - SUECIA,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8051271.7838136,-4504856.02512266,5601,1554538,-37.470237,-72.325805,2023/08/22 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,LOS ANGELES,CHOQUE POSTERIOR/FRENTE,CHOQUE,URBANA,TRAMO DE VIA RECTA,SEÑALIZACION SEMAFORO MAL ESTADO O DEFICIENTE,DEFICIENCIAS VIALES,LAS INDUSTRIAS, ,- LAS INDUSTRIAS,578,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8054112.10062119,-4505611.20817257,5602,1553746,-37.475621,-72.35132,2023/08/23 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,LOS ANGELES,COLISION FRONTAL,COLISION,URBANA,CRUCE CON SEÑAL CEDA EL PASO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,O'HIGGINS,BAQUEDANO,BAQUEDANO - O'HIGGINS,0,UNIDIRECCIONAL,CONCRETO,BUENO,HUMEDO,DESPEJADO,0,0,0,0,0
-8054945.99492672,-4506513.88038802,5603,1553732,-37.482056,-72.358811,2023/08/23 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,LOS ANGELES,CHOQUE LATERAL,CHOQUE,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,VICUÑA MACKENNA, ,- VICUÑA MACKENNA,780,BIDIRECCIONAL,CONCRETO,REGULAR,HUMEDO,DESPEJADO,0,0,0,0,0
-8129876.92529153,-4413466.72107009,5604,1553744,-36.815829,-73.031927,2023/08/23 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,VIRAJES INDEBIDOS,IMPRUDENCIA DEL CONDUCTOR,SAN JUAN BOSCO,PADRE KORDA,PADRE KORDA - SAN JUAN BOSCO,0,UNIDIRECCIONAL,CONCRETO,BUENO,MOJADO,LLUVIA,0,0,0,0,0
-8139383.2758468,-4401340.73043631,5605,1555501,-36.728574,-73.117324,2023/08/23 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,TALCAHUANO,COLISION LATERAL,COLISION,URBANA,CRUCE CON SEÑAL PARE,SEÑALIZACION DESOBEDECER SEÑAL PARE,DESOBEDIENCIA A SEÑALIZACION,JUAN ANTONIO RIOS, ,- JUAN ANTONIO RIOS,101,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,2,0,1,1
-8053621.73826424,-4506796.27073629,5606,1553741,-37.484069,-72.346915,2023/08/23 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,LOS ANGELES,COLISION LATERAL,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,LOS CARRERA,LAS QUINTAS,LAS QUINTAS - LOS CARRERA,0,BIDIRECCIONAL CON BANDEJON,CONCRETO,REGULAR,HUMEDO,LLOVIZNA,0,2,0,0,2
-8125291.67546575,-4402078.69365467,5607,1553855,-36.733887,-72.990737,2023/08/23 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,PENCO,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,ALCAZAR, ,- ALCAZAR,135,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-8164473.13059873,-4506259.27266181,5608,1553808,-37.480241,-73.34271,2023/08/23 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CURANILAHUE,CHOQUE POSTERIOR,CHOQUE,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,IGNACIO SERRANO, ,- IGNACIO SERRANO,521,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,2,0,0,2
-8053760.33103028,-4506532.53783651,5609,1554660,-37.482189,-72.34816,2023/08/23 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,LOS ANGELES,CHOQUE LADO/POSTERIOR,CHOQUE,URBANA,TRAMO DE VIA RECTA,SEÑALIZACION DESOBEDECER SEÑAL PARE,DESOBEDIENCIA A SEÑALIZACION,LOS CARRERA, ,- LOS CARRERA,850,BIDIRECCIONAL,ASFALTO,BUENO,MOJADO,LLUVIA,0,0,0,0,0
-8198846.47428537,-4524203.15254807,5610,1553864,-37.608048,-73.651491,2023/08/23 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,LEBU,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,PEATON CRUZA CALZADA FUERA PASO PEATONES,IMPRUDENCIA DEL PEATON,JUAN ANTONIO RIOS, ,- JUAN ANTONIO RIOS,257,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-8077664.96716374,-4452860.5374276,5611,1554666,-37.098609,-72.562899,2023/08/23 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,YUMBEL,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEÑAL CEDA EL PASO,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,VALDIVIA,GENERAL CRUZ,GENERAL CRUZ - VALDIVIA,0,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,NUBLADO,0,1,0,0,1
-8132974.83540081,-4416350.75169908,5612,1553843,-36.836567,-73.059756,2023/08/23 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,CHOQUE POSTERIOR,CHOQUE,URBANA,TRAMO DE VIA RECTA,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,IMPRUDENCIA DEL CONDUCTOR,COSTANERA, ,- COSTANERA,20,UNIDIRECCIONAL,CONCRETO,BUENO,MOJADO,LLUVIA,0,0,0,0,0
